27	92	165	Poro
29	101	183	Poro
29	94	170	Poro
28	95	175	Poro
28	93	150	Poro
32	97	163	Poro
28	93	150	Poro
31	102	165	Poro
29	95	142	Poro
31	102	165	Poro
29	110	187	Poro
33	105	180	Poro
34	109	165	Poro
27	92	165	Poro
29	101	183	Poro
28	105	180	Poro
25	79	148	Poro
24	71	147	Poro
25	88	164	Poro
30	108	176	Poro
25	79	148	Poro
28	103	174	Poro
39	120	186	Poro
28	93	150	Poro
31	111	189	Poro
39	120	186	Poro
31	102	165	Poro
28	105	180	Poro
38	119	195	Poro
24	71	147	Poro
38	119	195	Poro
32	105	182	Poro
25	79	148	Poro
28	105	180	Poro
32	97	163	Poro
24	71	147	Poro
31	111	189	Poro
33	105	180	Poro
28	105	180	Poro
32	110	191	Poro
28	103	174	Poro
27	106	181	Poro
24	71	147	Poro
29	101	183	Poro
28	93	150	Poro
31	102	165	Poro
28	105	180	Poro
32	105	182	Poro
29	94	170	Poro
26	96	172	Poro
27	92	165	Poro
29	94	170	Poro
28	93	150	Poro
28	103	174	Poro
28	103	174	Poro
32	110	191	Poro
28	105	180	Poro
29	101	183	Poro
41	115	176	Poro
28	93	150	Poro
28	93	150	Poro
31	102	165	Poro
28	93	150	Poro
32	105	182	Poro
28	103	174	Poro
28	93	150	Poro
28	95	175	Poro
25	79	148	Poro
30	108	176	Poro
24	71	147	Poro
28	93	150	Poro
39	120	186	Poro
34	109	165	Poro
39	120	186	Poro
29	95	142	Poro
28	103	174	Poro
28	95	175	Poro
25	79	148	Poro
32	110	191	Poro
28	103	174	Poro
28	105	180	Poro
31	111	189	Poro
28	93	150	Poro
27	106	181	Poro
29	95	142	Poro
27	106	181	Poro
25	79	148	Poro
28	93	150	Poro
27	92	165	Poro
28	103	174	Poro
38	119	195	Poro
29	94	170	Poro
28	93	150	Poro
29	95	142	Poro
29	101	183	Poro
24	71	147	Poro
28	93	150	Poro
34	109	165	Poro
33	105	180	Poro
31	102	165	Poro
31	102	165	Poro
25	79	148	Poro
26	96	172	Poro
25	79	148	Poro
33	105	180	Poro
41	115	176	Poro
28	103	174	Poro
28	93	150	Poro
26	96	172	Poro
32	97	163	Poro
24	71	147	Poro
34	109	165	Poro
24	71	147	Poro
29	94	170	Poro
27	106	181	Poro
29	95	142	Poro
25	79	148	Poro
25	88	164	Poro
31	102	165	Poro
29	95	142	Poro
24	71	147	Poro
33	103	161	Poro
29	110	187	Poro
39	120	186	Poro
38	115	174	Poro
27	106	181	Poro
28	95	175	Poro
39	120	186	Poro
28	105	180	Poro
31	102	165	Poro
27	92	165	Poro
28	105	180	Poro
28	105	180	Poro
28	105	180	Poro
28	93	150	Poro
27	92	165	Poro
28	105	180	Poro
27	106	181	Poro
34	109	165	Poro
41	115	176	Poro
32	105	182	Poro
33	105	180	Poro
24	71	147	Poro
39	120	186	Poro
29	100	177	Poro
31	111	189	Poro
31	102	165	Poro
38	119	195	Poro
32	110	191	Poro
32	110	191	Poro
39	120	186	Poro
33	105	180	Poro
28	105	180	Poro
28	105	180	Poro
32	105	182	Poro
24	71	147	Poro
30	108	176	Poro
24	71	147	Poro
31	111	189	Poro
32	105	182	Poro
28	95	175	Poro
28	105	180	Poro
24	71	147	Poro
41	115	176	Poro
28	93	150	Poro
25	88	164	Poro
32	110	191	Poro
25	79	148	Poro
31	102	165	Poro
26	96	172	Poro
32	105	182	Poro
28	103	174	Poro
29	100	177	Poro
32	110	191	Poro
27	92	165	Poro
39	120	186	Poro
24	71	147	Poro
28	93	150	Poro
32	97	163	Poro
29	100	177	Poro
30	108	176	Poro
29	101	183	Poro
28	105	180	Poro
30	108	176	Poro
32	105	182	Poro
28	105	180	Poro
28	93	150	Poro
28	105	180	Poro
30	108	176	Poro
25	79	148	Poro
29	110	187	Poro
32	110	191	Poro
29	100	177	Poro
27	92	165	Poro
38	119	195	Poro
26	96	172	Poro
25	88	164	Poro
25	88	164	Poro
26	96	172	Poro
34	109	165	Poro
27	106	181	Poro
28	105	180	Poro
29	110	187	Poro
32	97	163	Poro
29	95	142	Poro
28	105	180	Poro
26	96	172	Poro
32	97	163	Poro
28	93	150	Poro
30	108	176	Poro
26	96	172	Poro
39	120	186	Poro
38	119	195	Poro
24	71	147	Poro
24	71	147	Poro
29	110	187	Poro
33	103	161	Poro
29	101	183	Poro
28	93	150	Poro
25	88	164	Poro
28	105	180	Poro
32	105	182	Poro
25	88	164	Poro
29	100	177	Poro
29	94	170	Poro
24	71	147	Poro
38	119	195	Poro
24	71	147	Poro
25	88	164	Poro
32	110	191	Poro
38	119	195	Poro
33	103	161	Poro
29	95	142	Poro
29	94	170	Poro
28	105	180	Poro
26	96	172	Poro
34	109	165	Poro
30	108	176	Poro
33	103	161	Poro
32	105	182	Poro
29	110	187	Poro
29	101	183	Poro
32	105	182	Poro
29	101	183	Poro
28	93	150	Poro
41	115	176	Poro
30	108	176	Poro
33	103	161	Poro
26	96	172	Poro
32	110	191	Poro
29	101	183	Poro
27	92	165	Poro
29	94	170	Poro
28	105	180	Poro
34	109	165	Poro
39	120	186	Poro
31	111	189	Poro
28	105	180	Poro
32	97	163	Poro
29	94	170	Poro
25	79	148	Poro
31	102	165	Poro
41	115	176	Poro
28	95	175	Poro
28	93	150	Poro
30	108	176	Poro
32	103	161	Poro
41	115	176	Poro
28	105	180	Poro
29	101	183	Poro
29	95	142	Poro
32	105	182	Poro
32	110	191	Poro
24	71	147	Poro
32	105	182	Poro
32	103	161	Poro
34	109	165	Poro
32	103	161	Poro
24	71	147	Poro
29	101	183	Poro
32	110	191	Poro
24	71	147	Poro
28	93	150	Poro
27	92	165	Poro
39	120	186	Poro
27	106	181	Poro
38	119	195	Poro
29	95	142	Poro
28	95	175	Poro
31	111	189	Poro
28	103	174	Poro
32	110	191	Poro
31	102	165	Poro
32	110	191	Poro
29	101	183	Poro
29	94	170	Poro
28	103	174	Poro
29	94	170	Poro
28	93	150	Poro
28	105	180	Poro
26	96	172	Poro
29	100	177	Poro
28	95	175	Poro
33	103	161	Poro
32	105	182	Poro
33	105	180	Poro
28	105	180	Poro
33	103	161	Poro
28	103	174	Poro
28	105	180	Poro
25	79	148	Poro
28	93	150	Poro
29	100	177	Poro
31	102	165	Poro
28	105	180	Poro
38	115	174	Poro
29	94	170	Poro
28	103	174	Poro
38	115	174	Poro
24	71	147	Poro
