8	231	222	Poro
8	255	206	Poro
16	255	222	Poro
16	255	231	Poro
33	255	222	Poro
16	255	214	Poro
140	255	198	Poro
123	255	255	Poro
16	255	222	Poro
16	247	239	Poro
24	222	206	Poro
16	255	231	Poro
24	255	231	Poro
16	255	214	Poro
24	255	239	Poro
16	255	222	Poro
8	214	189	Poro
74	255	255	Poro
16	255	214	Poro
8	247	214	Poro
24	247	231	Poro
24	255	206	Poro
16	255	222	Poro
24	255	222	Poro
16	255	239	Poro
16	255	214	Poro
16	255	214	Poro
16	255	239	Poro
33	255	214	Poro
24	189	165	Poro
0	173	140	Poro
82	247	189	Poro
16	247	214	Poro
16	255	231	Poro
41	198	165	Poro
16	255	247	Poro
57	222	173	Poro
33	255	247	Poro
24	255	231	Poro
49	231	206	Poro
49	247	214	Poro
33	255	198	Poro
16	255	222	Poro
24	239	206	Poro
16	255	214	Poro
16	255	214	Poro
16	255	222	Poro
24	173	140	Poro
16	255	198	Poro
16	255	222	Poro
41	206	165	Poro
99	255	255	Poro
16	222	214	Poro
16	255	214	Poro
16	181	148	Poro
16	255	214	Poro
16	255	222	Poro
16	255	214	Poro
24	255	247	Poro
74	255	255	Poro
33	255	255	Poro
24	255	231	Poro
16	255	239	Poro
24	255	231	Poro
16	255	206	Poro
16	247	214	Poro
16	255	214	Poro
16	255	214	Poro
57	255	206	Poro
41	189	148	Poro
16	255	206	Poro
8	206	140	Poro
123	247	198	Poro
16	255	247	Poro
16	255	222	Poro
24	255	214	Poro
16	231	198	Poro
49	255	255	Poro
16	255	214	Poro
33	181	173	Poro
24	255	239	Poro
24	255	231	Poro
16	255	231	Poro
41	247	198	Poro
57	255	231	Poro
16	247	231	Poro
8	198	173	Poro
16	247	222	Poro
24	255	222	Poro
24	255	231	Poro
49	140	99	Poro
16	255	214	Poro
16	231	214	Poro
24	255	214	Poro
16	255	206	Poro
24	255	239	Poro
16	255	222	Poro
24	255	247	Poro
16	231	206	Poro
57	198	156	Poro
33	247	214	Poro
16	255	214	Poro
24	255	214	Poro
24	255	239	Poro
33	255	231	Poro
24	255	214	Poro
16	247	214	Poro
8	239	206	Poro
16	255	222	Poro
0	206	206	Poro
132	255	255	Poro
16	255	222	Poro
